SKU,Titulo,Renta_MXN,Area_m2,Recamaras,Banos,Estacionamientos,Ubicacion,Alcaldia,Pagina_Origen,URL
41032-73-25b302488d87-7f3f-19dfb06-a4b0-7093,Departamento en Renta en Ampliación San Pedro Xalpa,16000,100,3,1,1,"Ampliación San Pedro Xalpa, Azcapotzalco, Ciudad de México",Azcapotzalco,12,https://www.lamudi.com.mx/detalle/41032-73-25b302488d87-7f3f-19dfb06-a4b0-7093
41032-73-b547e6244644-ca1d-19e1fe7-be01-7a4e,Departamento en Renta en Granada,42000,85,2,2,1,"Granada, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,12,https://www.lamudi.com.mx/detalle/41032-73-b547e6244644-ca1d-19e1fe7-be01-7a4e
41032-73-8db62489237d-c3ef-19de205-bcb9-74b6,Departamento en Renta en Portales,24000,84,2,2,1,"Portales, Benito Juárez, Ciudad de México",Benito Juárez,12,https://www.lamudi.com.mx/detalle/41032-73-8db62489237d-c3ef-19de205-bcb9-74b6
41032-73-797dc7b5bb14-bae8-19dc81d-8daa-7273,Departamento en Renta en Periodista,25000,59,1,1,1,"Periodista, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,12,https://www.lamudi.com.mx/detalle/41032-73-797dc7b5bb14-bae8-19dc81d-8daa-7273
41032-73-3e32d9e80dbf-32cd-19e2a22-ba94-7f37,Departamento en Renta en San José Insurgentes,38000,94,2,2,1,"San José Insurgentes, Benito Juárez, Ciudad de México",Benito Juárez,12,https://www.lamudi.com.mx/detalle/41032-73-3e32d9e80dbf-32cd-19e2a22-ba94-7f37
41032-73-8c6c987f18f0-8361-19e292c-abf0-7552,Departamento en Renta en Tabacalera,18000,33,1,1,0,"Tabacalera, Cuauhtémoc, Ciudad de México",Cuauhtémoc,12,https://www.lamudi.com.mx/detalle/41032-73-8c6c987f18f0-8361-19e292c-abf0-7552
41032-73-7c0df9b40b71-6bc7-194778e-b7bf-76ac,Departamento en Renta en Periodista,26000,54,1,1,1,"Periodista, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,12,https://www.lamudi.com.mx/detalle/41032-73-7c0df9b40b71-6bc7-194778e-b7bf-76ac
41032-73-83c6651b19d1-d0c-19bde84-af92-76f5,Departamento en Renta en Ampliación Granada,80000,153,3,3,2,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,12,https://www.lamudi.com.mx/detalle/41032-73-83c6651b19d1-d0c-19bde84-af92-76f5
41032-73-82871b54bd8f-469c-1966355-97ea-77c0,Departamento en Renta en La Otra Banda,63000,160,3,3,2,"La Otra Banda, Álvaro Obregón, Ciudad de México",Álvaro Obregón,12,https://www.lamudi.com.mx/detalle/41032-73-82871b54bd8f-469c-1966355-97ea-77c0
41032-73-d64c13c615a8-621c-1963d3c-9ed2-759d,Departamento en Renta en Ampliación Granada,38000,71,1,1,1,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,12,https://www.lamudi.com.mx/detalle/41032-73-d64c13c615a8-621c-1963d3c-9ed2-759d
41032-73-4add523ee1c9-dece-195205b-968a-76af,Departamento en Renta en Periodista,26000,60,1,1,1,"Periodista, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,12,https://www.lamudi.com.mx/detalle/41032-73-4add523ee1c9-dece-195205b-968a-76af
41032-73-d963c622ee83-f5b2-84fe992e-b403-48ee,Departamento en Renta en Ampliación Granada,55000,178,3,3,2,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,12,https://www.lamudi.com.mx/detalle/41032-73-d963c622ee83-f5b2-84fe992e-b403-48ee
41032-73-fc09a7ada4bd-fb8a-19e2edb-b2a4-7291,Departamento en Renta en Ampliación Granada,42000,114,2,2,2,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,12,https://www.lamudi.com.mx/detalle/41032-73-fc09a7ada4bd-fb8a-19e2edb-b2a4-7291
41032-73-1d3cf4cf87d-7c89-55fb1ef5-a736-4389,Departamento en Renta en Ampliación Granada,55000,103,3,2,2,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,12,https://www.lamudi.com.mx/detalle/41032-73-1d3cf4cf87d-7c89-55fb1ef5-a736-4389
41032-73-506fe52a6851-cf5a-19d74dd-9164-7141,Departamento en Renta en Santa Fe Cuajimalpa,60000,201,2,2,2,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,12,https://www.lamudi.com.mx/detalle/41032-73-506fe52a6851-cf5a-19d74dd-9164-7141
41032-73-4ea903272cc1-fbda-1952069-b58e-76aa,Departamento en Renta en Periodista,31000,83,2,2,2,"Periodista, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,12,https://www.lamudi.com.mx/detalle/41032-73-4ea903272cc1-fbda-1952069-b58e-76aa
41032-73-250ed2ababc7-9caf-1985e75-a1ce-736d,Departamento en Renta en Centro,19993,44,1,1,0,"Centro, Cuauhtémoc, Ciudad de México",Cuauhtémoc,13,https://www.lamudi.com.mx/detalle/41032-73-250ed2ababc7-9caf-1985e75-a1ce-736d
41032-73-b866e7bd4d41-93a0-19e115d-b962-758d,Departamento en Renta en Condesa,52000,120,2,2,2,"Condesa, Cuauhtémoc, Ciudad de México",Cuauhtémoc,13,https://www.lamudi.com.mx/detalle/41032-73-b866e7bd4d41-93a0-19e115d-b962-758d
41032-73-6430579be126-410a-19d9995-af61-7720,Departamento en Renta en Polanco,230000,670,3,4,4,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,13,https://www.lamudi.com.mx/detalle/41032-73-6430579be126-410a-19d9995-af61-7720
41032-73-9112e2ec7689-5d9f-19ddc71-8d5b-7a2a,Departamento en Renta en San Mateo Tlaltenango,55000,200,3,3,2,"San Mateo Tlaltenango, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,13,https://www.lamudi.com.mx/detalle/41032-73-9112e2ec7689-5d9f-19ddc71-8d5b-7a2a
41032-73-4666fe09da03-6625-15bfa2ef-9f6d-3591,Departamento en Renta en Cuauhtémoc,210000,250,3,3,4,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",Cuauhtémoc,13,https://www.lamudi.com.mx/detalle/41032-73-4666fe09da03-6625-15bfa2ef-9f6d-3591
41032-73-74a658d14971-8853-19e2bf6-9625-7451,Departamento en Renta en Ampliación Las Aguilas,120000,418,3,4,4,"Ampliación Las Aguilas, Álvaro Obregón, Ciudad de México",Álvaro Obregón,13,https://www.lamudi.com.mx/detalle/41032-73-74a658d14971-8853-19e2bf6-9625-7451
41032-73-2cddc6d52082-505-19e4d9a-8269-7e5f,Departamento en Renta en Santa Fe,32000,60,2,1,2,"Santa Fe, Álvaro Obregón, Ciudad de México",Álvaro Obregón,13,https://www.lamudi.com.mx/detalle/41032-73-2cddc6d52082-505-19e4d9a-8269-7e5f
41032-73-e36e4ffd3e30-d33b-19d6094-9131-7f0f,Departamento en Renta en Periodista,17400,39,1,1,1,"Periodista, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,13,https://www.lamudi.com.mx/detalle/41032-73-e36e4ffd3e30-d33b-19d6094-9131-7f0f
41032-73-c1e80a75ea30-16d5-19c96c3-8cf1-7476,Loft en Renta en Jardines del Pedregal,24500,55,1,1,1,"Jardines del Pedregal, Álvaro Obregón, Ciudad de México",Álvaro Obregón,13,https://www.lamudi.com.mx/detalle/41032-73-c1e80a75ea30-16d5-19c96c3-8cf1-7476
41032-73-22015ca23fb7-c09f-19d6094-b582-7b0d,Departamento en Renta en Escandón I Sección,23500,38,1,1,0,"Escandón I Sección, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,13,https://www.lamudi.com.mx/detalle/41032-73-22015ca23fb7-c09f-19d6094-b582-7b0d
41032-73-d8392460a07f-b4c6-19e0ae7-a637-7e40,Departamento en Renta en Parque del Pedregal,20500,71,2,2,2,"Parque del Pedregal, Tlalpan, Ciudad de México",Tlalpan,13,https://www.lamudi.com.mx/detalle/41032-73-d8392460a07f-b4c6-19e0ae7-a637-7e40
41032-73-eceb9becadbe-9b36-19d6094-82c0-7274,Departamento en Renta en Juárez,27230,40,1,1,1,"Juárez, Cuauhtémoc, Ciudad de México",Cuauhtémoc,13,https://www.lamudi.com.mx/detalle/41032-73-eceb9becadbe-9b36-19d6094-82c0-7274
41032-73-879be1baea5a-ed7c-19d6094-afaf-70ff,Departamento en Renta en Cuauhtémoc,19200,38,1,1,0,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",Cuauhtémoc,13,https://www.lamudi.com.mx/detalle/41032-73-879be1baea5a-ed7c-19d6094-afaf-70ff
41032-73-7aa7bfa9475-711b-19d6094-bf30-78ec,Departamento en Renta en Napoles,22330,38,1,1,1,"Napoles, Benito Juárez, Ciudad de México",Benito Juárez,13,https://www.lamudi.com.mx/detalle/41032-73-7aa7bfa9475-711b-19d6094-bf30-78ec
41032-73-1f9e6c734a30-6a4c-19d6094-b606-7cce,Departamento en Renta en Roma Sur,23400,41,1,1,0,"Roma Sur, Cuauhtémoc, Ciudad de México",Cuauhtémoc,13,https://www.lamudi.com.mx/detalle/41032-73-1f9e6c734a30-6a4c-19d6094-b606-7cce
41032-73-7ff4df8383f4-934b-19d6094-b735-781b,Departamento en Renta en Cuauhtémoc,20000,38,1,1,1,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",Cuauhtémoc,13,https://www.lamudi.com.mx/detalle/41032-73-7ff4df8383f4-934b-19d6094-b735-781b
41032-73-410ff302f8a6-b340-19d6094-8fc4-79be,Departamento en Renta en Juárez,27230,42,1,1,1,"Juárez, Cuauhtémoc, Ciudad de México",Cuauhtémoc,13,https://www.lamudi.com.mx/detalle/41032-73-410ff302f8a6-b340-19d6094-8fc4-79be
41032-73-71ebe463b5a8-6310-19d6094-976c-7e41,Departamento en Renta en Juárez,19200,38,1,1,1,"Juárez, Cuauhtémoc, Ciudad de México",Cuauhtémoc,13,https://www.lamudi.com.mx/detalle/41032-73-71ebe463b5a8-6310-19d6094-976c-7e41
41032-73-517c1d09c64e-ec4b-19dea81-a4e0-74e3,Departamento en Renta en Polanco,55000,230,3,2,3,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,13,https://www.lamudi.com.mx/detalle/41032-73-517c1d09c64e-ec4b-19dea81-a4e0-74e3
41032-73-89a66fc716a3-777e-19d6094-9583-7c33,Departamento en Renta en Ampliación Popo,25630,35,1,1,0,"Ampliación Popo, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,13,https://www.lamudi.com.mx/detalle/41032-73-89a66fc716a3-777e-19d6094-9583-7c33
41032-73-1a69a4dcc5aa-8a7b-19c813e-9f39-776a,Departamento en Renta en Cuevitas,95000,350,3,3,4,"Cuevitas, Álvaro Obregón, Ciudad de México",Álvaro Obregón,13,https://www.lamudi.com.mx/detalle/41032-73-1a69a4dcc5aa-8a7b-19c813e-9f39-776a
41032-73-6bf173e842ca-b2c9-19e13ec-94e7-7a4c,Departamento en Renta en Condesa,75000,0,2,0,2,"Condesa, Cuauhtémoc, Ciudad de México",Cuauhtémoc,13,https://www.lamudi.com.mx/detalle/41032-73-6bf173e842ca-b2c9-19e13ec-94e7-7a4c
41032-73-770fa41a4a8c-e5ff-19d6094-b8c6-7366,Departamento en Renta en San Rafael,19400,38,1,1,1,"San Rafael, Cuauhtémoc, Ciudad de México",Cuauhtémoc,13,https://www.lamudi.com.mx/detalle/41032-73-770fa41a4a8c-e5ff-19d6094-b8c6-7366
41032-73-6f0fed30c1ea-1dd-19e1dd4-a8ce-7be2,Departamento en Renta en Polanco,85000,230,3,3,2,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,13,https://www.lamudi.com.mx/detalle/41032-73-6f0fed30c1ea-1dd-19e1dd4-a8ce-7be2
41032-73-46555331309a-f3c3-19e0b00-bae6-7f12,Departamento en Renta en Polanco,33100,35,1,1,0,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,13,https://www.lamudi.com.mx/detalle/41032-73-46555331309a-f3c3-19e0b00-bae6-7f12
41032-73-ee5883c2456d-624c-19cbfb4-824c-7e11,Departamento en Renta en Polanco,95000,220,3,3,0,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,14,https://www.lamudi.com.mx/detalle/41032-73-ee5883c2456d-624c-19cbfb4-824c-7e11
41032-73-a6411a664e69-9172-19c16b9-ad86-75e9,Departamento en Renta en Polanco,45000,222,3,2,3,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,14,https://www.lamudi.com.mx/detalle/41032-73-a6411a664e69-9172-19c16b9-ad86-75e9
41032-73-d2500782184a-3236-19d133c-b140-78c2,Departamento en Renta en Cuevitas,60000,272,3,3,3,"Cuevitas, Álvaro Obregón, Ciudad de México",Álvaro Obregón,14,https://www.lamudi.com.mx/detalle/41032-73-d2500782184a-3236-19d133c-b140-78c2
41032-73-f76dea349e7e-9d1a-19d0e38-bb88-7e12,Departamento en Renta en Cuajimalpa,24000,140,3,2,2,"Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,14,https://www.lamudi.com.mx/detalle/41032-73-f76dea349e7e-9d1a-19d0e38-bb88-7e12
41032-73-ad100a1270de-2a8f-19cbff2-b340-79ac,Departamento en Renta en Polanco,205000,395,4,3,4,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,14,https://www.lamudi.com.mx/detalle/41032-73-ad100a1270de-2a8f-19cbff2-b340-79ac
41032-73-a7cab36af696-30b1-19cc140-a10d-707a,Departamento en Renta en Ampliación Fuentes del Pedregal,40000,90,1,1,2,"Ampliación Fuentes del Pedregal, Tlalpan, Ciudad de México",Tlalpan,14,https://www.lamudi.com.mx/detalle/41032-73-a7cab36af696-30b1-19cc140-a10d-707a
41032-73-7ce055661db0-3789-19c5a86-ba45-7214,Departamento en Renta en Polanco,75000,200,2,2,2,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,14,https://www.lamudi.com.mx/detalle/41032-73-7ce055661db0-3789-19c5a86-ba45-7214
41032-73-c08894f2fd5d-d0ca-1916bc2-a23b-7d30,Departamento en Renta en Santa Fe,44000,155,3,2,2,"Santa Fe, Álvaro Obregón, Ciudad de México",Álvaro Obregón,14,https://www.lamudi.com.mx/detalle/41032-73-c08894f2fd5d-d0ca-1916bc2-a23b-7d30
41032-73-4027657c6543-258a-19e1ee7-a66c-7844,Departamento en Renta en Polanco,10000,400,3,3,2,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,14,https://www.lamudi.com.mx/detalle/41032-73-4027657c6543-258a-19e1ee7-a66c-7844
41032-73-3ec4a87db4a2-16ca-19c5a57-8852-7ed4,Departamento en Renta en Polanco,75000,230,3,2,3,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,14,https://www.lamudi.com.mx/detalle/41032-73-3ec4a87db4a2-16ca-19c5a57-8852-7ed4
41032-73-e128aad5e7c6-a304-19c1719-bf42-73fa,Departamento en Renta en Polanco,80000,200,3,3,2,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,14,https://www.lamudi.com.mx/detalle/41032-73-e128aad5e7c6-a304-19c1719-bf42-73fa
41032-73-fa439b9d2927-d6f9-19dacd1-84c8-7365,Departamento en Renta en Pedregal de Carrasco,15000,79,2,1,1,"Pedregal de Carrasco, Coyoacán, Ciudad de México",Coyoacán,14,https://www.lamudi.com.mx/detalle/41032-73-fa439b9d2927-d6f9-19dacd1-84c8-7365
41032-73-6a9695a960dd-21d4-19d17a0-abbc-7b4b,Penthouse en Renta en San Angel,70000,250,3,3,2,"San Angel, Álvaro Obregón, Ciudad de México",Álvaro Obregón,14,https://www.lamudi.com.mx/detalle/41032-73-6a9695a960dd-21d4-19d17a0-abbc-7b4b
41032-73-7ed61e9e320c-b4fe-19cc034-8d79-79eb,Departamento en Renta en Ampliación Granada,60000,130,2,2,2,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,14,https://www.lamudi.com.mx/detalle/41032-73-7ed61e9e320c-b4fe-19cc034-8d79-79eb
41032-73-72c7b5be9321-7784-19d9cf3-9acd-7f06,Departamento en Renta en Santa Fe,44000,155,3,2,2,"Santa Fe, Álvaro Obregón, Ciudad de México",Álvaro Obregón,14,https://www.lamudi.com.mx/detalle/41032-73-72c7b5be9321-7784-19d9cf3-9acd-7f06
41032-73-f823342c8b4f-647-19c4990-aa39-7ae8,Departamento en Renta en Polanco,80000,178,3,3,2,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,14,https://www.lamudi.com.mx/detalle/41032-73-f823342c8b4f-647-19c4990-aa39-7ae8
41032-73-d45aff8277e7-e7ea-19e26cd-8d4f-7e7e,Departamento en Renta en Tlatilco,15000,62,2,2,2,"Tlatilco, Azcapotzalco, Ciudad de México",Azcapotzalco,14,https://www.lamudi.com.mx/detalle/41032-73-d45aff8277e7-e7ea-19e26cd-8d4f-7e7e
41032-73-8aa476f8a9cb-aef9-19dc89b-8be1-7db0,Departamento en Renta en Polanco,75000,130,2,2,2,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,14,https://www.lamudi.com.mx/detalle/41032-73-8aa476f8a9cb-aef9-19dc89b-8be1-7db0
41032-73-a4ed8e8175e2-4993-19c34b7-ba69-76dd,Departamento en Renta en Polanco,88000,300,3,3,2,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,14,https://www.lamudi.com.mx/detalle/41032-73-a4ed8e8175e2-4993-19c34b7-ba69-76dd
41032-73-9a9c1470ecb-9bd9-19bfbcc-a3ca-76c9,Departamento en Renta en Polanco,45000,140,2,2,2,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,14,https://www.lamudi.com.mx/detalle/41032-73-9a9c1470ecb-9bd9-19bfbcc-a3ca-76c9
41032-73-3359af66e398-1247-1993baf-85c9-7bb0,Departamento en Renta en Bosques de las Lomas,41000,136,3,2,3,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,14,https://www.lamudi.com.mx/detalle/41032-73-3359af66e398-1247-1993baf-85c9-7bb0
41032-73-f5f48de0a1b9-9116-19dc8a4-a66c-7970,Departamento en Renta en Polanco,80000,210,3,2,3,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,14,https://www.lamudi.com.mx/detalle/41032-73-f5f48de0a1b9-9116-19dc8a4-a66c-7970
41032-73-50d9059223ae-118b-19d5e6c-ab55-7f11,Departamento en Renta en Mixcoac,21500,89,2,1,1,"Mixcoac, Benito Juárez, Ciudad de México",Benito Juárez,14,https://www.lamudi.com.mx/detalle/41032-73-50d9059223ae-118b-19d5e6c-ab55-7f11
41032-73-804ad22f4553-f620-19d46c9-aed2-7976,Departamento en Renta en Ampliación Alpes,67000,160,3,3,3,"Ampliación Alpes, Álvaro Obregón, Ciudad de México",Álvaro Obregón,14,https://www.lamudi.com.mx/detalle/41032-73-804ad22f4553-f620-19d46c9-aed2-7976
41032-73-73ccb9c045f3-351-19e2960-bcf2-77a3,Departamento en Renta en San Mateo Tlaltenango,130000,240,3,3,3,"San Mateo Tlaltenango, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,14,https://www.lamudi.com.mx/detalle/41032-73-73ccb9c045f3-351-19e2960-bcf2-77a3
41032-73-1c8aa77c51e2-b0ac-19dd1f5-8ea6-75c8,Departamento en Renta en Ermita Tizapan,27000,160,3,2,2,"Ermita Tizapan, Álvaro Obregón, Ciudad de México",Álvaro Obregón,14,https://www.lamudi.com.mx/detalle/41032-73-1c8aa77c51e2-b0ac-19dd1f5-8ea6-75c8
41032-73-e25b354458ed-b739-19d7817-a099-7465,Departamento en Renta en Ampliación Las Aguilas,25000,148,2,2,2,"Ampliación Las Aguilas, Álvaro Obregón, Ciudad de México",Álvaro Obregón,15,https://www.lamudi.com.mx/detalle/41032-73-e25b354458ed-b739-19d7817-a099-7465
41032-73-aa216e065192-c464-19e290e-b9f5-7267,Departamento en Renta en Polanco,9000,368,3,3,4,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,15,https://www.lamudi.com.mx/detalle/41032-73-aa216e065192-c464-19e290e-b9f5-7267
41032-73-bc6c738d8925-78c6-19c5a2c-92e3-706d,Departamento en Renta en San Gabriel,38000,129,3,2,2,"San Gabriel, Álvaro Obregón, Ciudad de México",Álvaro Obregón,15,https://www.lamudi.com.mx/detalle/41032-73-bc6c738d8925-78c6-19c5a2c-92e3-706d
41032-73-3481f994eb4d-e597-19d41ab-8e81-715c,Departamento en Renta en San Gabriel,38000,129,3,2,2,"San Gabriel, Álvaro Obregón, Ciudad de México",Álvaro Obregón,15,https://www.lamudi.com.mx/detalle/41032-73-3481f994eb4d-e597-19d41ab-8e81-715c
41032-73-959464f76253-58ca-19cc8e0-8508-71fb,Departamento en Renta en Mixcoac,28000,82,2,2,1,"Mixcoac, Benito Juárez, Ciudad de México",Benito Juárez,15,https://www.lamudi.com.mx/detalle/41032-73-959464f76253-58ca-19cc8e0-8508-71fb
41032-73-ef4888678ffe-e291-19dfc21-84f8-7650,Departamento en Renta en Agrícola Pantitlan,16000,89,3,2,2,"Agrícola Pantitlan, Iztacalco, Ciudad de México",Iztacalco,15,https://www.lamudi.com.mx/detalle/41032-73-ef4888678ffe-e291-19dfc21-84f8-7650
41032-73-ad1da514f535-943c-19d89cc-af2f-7db9,Departamento en Renta en Bosques de las Lomas,29000,103,2,2,2,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,15,https://www.lamudi.com.mx/detalle/41032-73-ad1da514f535-943c-19d89cc-af2f-7db9
41032-73-323f49d433de-e01b-19dee2a-9827-7813,Departamento en Renta en Santa Fe Cuajimalpa,37000,125,2,2,1,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,15,https://www.lamudi.com.mx/detalle/41032-73-323f49d433de-e01b-19dee2a-9827-7813
41032-73-73a7984362a1-e906-19e4853-9203-7ca3,Departamento en Renta en Popotla,17900,68,2,2,2,"Popotla, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,15,https://www.lamudi.com.mx/detalle/41032-73-73a7984362a1-e906-19e4853-9203-7ca3
41032-73-1220859a345c-9904-19db8dd-9a4b-7533,Departamento en Renta en Héroes de Padierna,5500,55,1,1,0,"Héroes de Padierna, Tlalpan, Ciudad de México",Tlalpan,15,https://www.lamudi.com.mx/detalle/41032-73-1220859a345c-9904-19db8dd-9a4b-7533
41032-73-cd92383fa8f9-8e68-19d2b54-971b-7772,Departamento en Renta en Santa Fe,34000,107,1,2,2,"Santa Fe, Álvaro Obregón, Ciudad de México",Álvaro Obregón,15,https://www.lamudi.com.mx/detalle/41032-73-cd92383fa8f9-8e68-19d2b54-971b-7772
41032-73-7cddec6f5acc-a552-1991da0-9869-70e4,Departamento en Renta en Carola,18000,60,2,2,1,"Carola, Álvaro Obregón, Ciudad de México",Álvaro Obregón,15,https://www.lamudi.com.mx/detalle/41032-73-7cddec6f5acc-a552-1991da0-9869-70e4
41032-73-62647b7b27f6-227b-19e29db-b124-74f5,Departamento en Renta en Carola,22000,77,3,2,2,"Carola, Álvaro Obregón, Ciudad de México",Álvaro Obregón,15,https://www.lamudi.com.mx/detalle/41032-73-62647b7b27f6-227b-19e29db-b124-74f5
41032-73-a7d625f75b69-8b3c-19c2f9e-83ca-7629,Departamento en Renta en San Angel,15000,30,1,1,0,"San Angel, Álvaro Obregón, Ciudad de México",Álvaro Obregón,15,https://www.lamudi.com.mx/detalle/41032-73-a7d625f75b69-8b3c-19c2f9e-83ca-7629
41032-73-96105075e7ca-a674-19e28dd-9783-7628,Departamento en Renta en Héroes de Padierna,12700,65,2,1,1,"Héroes de Padierna, Tlalpan, Ciudad de México",Tlalpan,15,https://www.lamudi.com.mx/detalle/41032-73-96105075e7ca-a674-19e28dd-9783-7628
41032-73-d9a3a1a93bab-8095-19e1c80-9082-7597,Departamento en Renta en Santa Fe,32000,90,1,1,2,"Santa Fe, Álvaro Obregón, Ciudad de México",Álvaro Obregón,15,https://www.lamudi.com.mx/detalle/41032-73-d9a3a1a93bab-8095-19e1c80-9082-7597
41032-73-48b726d87c57-931-19e0dc2-9ead-7638,Departamento en Renta en Miguel Hidalgo,12000,80,3,1,1,"Miguel Hidalgo, Tlalpan, Ciudad de México",Tlalpan,15,https://www.lamudi.com.mx/detalle/41032-73-48b726d87c57-931-19e0dc2-9ead-7638
41032-73-a2f141cafe2e-c3b8-19cfcd0-ad3b-75f7,Departamento en Renta en Jardines en la Montaña,120000,315,3,3,4,"Jardines en la Montaña, Tlalpan, Ciudad de México",Tlalpan,15,https://www.lamudi.com.mx/detalle/41032-73-a2f141cafe2e-c3b8-19cfcd0-ad3b-75f7
41032-73-53bad23c3bc9-fd35-19e4732-a789-7583,Departamento en Renta en Polanco,95000,395,4,3,4,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,15,https://www.lamudi.com.mx/detalle/41032-73-53bad23c3bc9-fd35-19e4732-a789-7583
41032-73-89723fab7d4d-c1eb-19c01ab-8639-7350,Departamento en Renta en Centro,27000,43,1,1,0,"Centro, Cuauhtémoc, Ciudad de México",Cuauhtémoc,15,https://www.lamudi.com.mx/detalle/41032-73-89723fab7d4d-c1eb-19c01ab-8639-7350
41032-73-67d5dda3c11a-37b9-19e5223-b405-71b5,Departamento en Renta en Bosque de Chapultepec II Sección,52000,130,2,2,1,"Bosque de Chapultepec II Sección, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,15,https://www.lamudi.com.mx/detalle/41032-73-67d5dda3c11a-37b9-19e5223-b405-71b5
41032-73-e00e05f35d36-cdb9-198edaf-aa33-77c2,Departamento en Renta en Granada,20000,34,0,1,0,"Granada, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,15,https://www.lamudi.com.mx/detalle/41032-73-e00e05f35d36-cdb9-198edaf-aa33-77c2
41032-73-b15582afc978-6d35-19bce30-8597-717a,Departamento en Renta en Juárez,24000,37,1,1,0,"Juárez, Cuauhtémoc, Ciudad de México",Cuauhtémoc,15,https://www.lamudi.com.mx/detalle/41032-73-b15582afc978-6d35-19bce30-8597-717a
41032-73-34195933faab-350-1e305786-a490-461d,Departamento en Renta en Roma Norte,27000,42,1,1,0,"Roma Norte, Cuauhtémoc, Ciudad de México",Cuauhtémoc,15,https://www.lamudi.com.mx/detalle/41032-73-34195933faab-350-1e305786-a490-461d
41032-73-65b9573971e8-9d85-194763a-b968-7faa,Loft en Renta en Granada,27000,42,1,1,1,"Granada, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,15,https://www.lamudi.com.mx/detalle/41032-73-65b9573971e8-9d85-194763a-b968-7faa
41032-73-6b8f60bfe50a-81da-1947647-bacc-7f78,Departamento en Renta en Granada,31000,50,1,1,1,"Granada, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,15,https://www.lamudi.com.mx/detalle/41032-73-6b8f60bfe50a-81da-1947647-bacc-7f78
41032-73-8929acd03390-3486-19960a1-81bb-7252,Departamento en Renta en Santa Fe,65000,320,2,4,4,"Santa Fe, Álvaro Obregón, Ciudad de México",Álvaro Obregón,15,https://www.lamudi.com.mx/detalle/41032-73-8929acd03390-3486-19960a1-81bb-7252
41032-73-785d84c7a2d7-8bb1-19dfb79-983b-75c1,Departamento en Renta en Condesa,50000,88,1,1,1,"Condesa, Cuauhtémoc, Ciudad de México",Cuauhtémoc,15,https://www.lamudi.com.mx/detalle/41032-73-785d84c7a2d7-8bb1-19dfb79-983b-75c1
